Período/Exercício;Sociedade;ContaInterna;Prazo;Moeda;Saldo
012024;1001;22446788;90;EUR;-635813293,07
012024;1001;26328651;1;EUR;709846727,54
012024;1001;72555275;90;BRL;-571997465,56
012024;1001;37046731;30;USD;389320655,24
012024;1001;34574017;180;EUR;672140515,77
012024;1001;19464521;30;BRL;124806444,80
012024;1001;89915293;90;BRL;-26427081,21
012024;1001;90585990;60;USD;-505102285,23
012024;1001;44168277;30;EUR;620901064,85
012024;1001;61278310;1;EUR;-308364502,67
012024;1001;37250026;180;BRL;-214019493,39
012024;1001;90119001;1;EUR;-326665315,40
012024;1001;30497934;60;BRL;87598553,46
012024;1001;93805970;90;EUR;405162120,82
012024;1001;23633482;180;BRL;-783075736,85
012024;1001;88961973;90;USD;-90717573,34
012024;1001;68602537;180;USD;219818552,50
012024;1001;60071168;1;USD;-955768937,82
012024;1001;66831401;60;USD;-920872133,39
012024;1001;72725329;30;USD;-150471586,40
012024;1001;82728278;90;BRL;-173605570,89
012024;1001;57091833;60;BRL;-764145269,23
012024;1001;91230982;30;BRL;-139894244,01
012024;1001;79311189;60;USD;-293368390,35
012024;1001;61662792;180;BRL;-31329897,02
012024;1001;92357093;360;EUR;-218325034,40
012024;1001;86302671;180;BRL;-489269630,66
012024;1001;83871521;180;USD;23578453,49
012024;1001;87438281;1;BRL;744339181,29
012024;1001;75839767;360;BRL;-593077120,72
012024;1001;74032271;60;EUR;36208133,02
012024;1001;15809209;60;BRL;-367242106,60
012024;1001;84318138;30;BRL;-109135214,68
012024;1001;65503464;60;EUR;411485820,25
012024;1001;60802827;1;USD;296235679,26
012024;1001;68465719;360;EUR;-738721819,15
012024;1001;44020983;30;EUR;-544705934,73
012024;1001;87689559;360;BRL;845932096,42
012024;1001;49981118;60;EUR;-661465164,52
012024;1001;37787386;180;USD;539661476,43
012024;1001;37738211;90;EUR;-686624766,85
012024;1001;22857161;360;EUR;-301540803,34
012024;1001;28542793;1;EUR;-215319430,24
012024;1001;54916076;60;USD;496381294,51
012024;1001;18226155;180;USD;-922399897,77
012024;1001;55248598;1;USD;220512164,66
012024;1001;64982105;30;EUR;-454542602,01
012024;1001;81884992;180;BRL;512261306,88
012024;1001;76106336;360;BRL;-112895757,15
012024;1001;89399689;180;BRL;-117741267,58
012024;1001;99771608;60;USD;971863070,94
012024;1001;50016768;360;USD;909100027,39
012024;1001;74806487;180;BRL;228128506,47
012024;1001;53298123;60;EUR;-194768121,31
012024;1001;99363028;90;USD;-371824666,80
012024;1001;70600710;1;BRL;699402678,38
012024;1001;93725586;60;USD;31567200,73
012024;1001;36380692;1;USD;-643097038,15
012024;1001;59808721;360;USD;272056096,44
012024;1001;28987178;1;BRL;-390514151,89
012024;1001;95614670;90;EUR;-67610268,41
012024;1001;32182210;180;USD;-148153957,45
012024;1001;32425563;90;USD;-56934487,04
012024;1001;28916998;1;EUR;560906696,27
012024;1001;50518412;60;BRL;530278059,28
012024;1001;34792502;60;BRL;995297581,90
012024;1001;56721092;360;USD;-872797522,44
012024;1001;99839863;1;USD;-836143197,20
012024;1001;79256739;360;EUR;-966711445,97
012024;1001;45053435;60;BRL;927271637,01
012024;1001;48546884;1;BRL;-108861757,72
012024;1001;71758073;90;BRL;738855971,23
012024;1001;35048273;60;USD;422191407,40
012024;1001;40969017;1;BRL;842645209,96
012024;1001;68133866;180;EUR;891475369,93
012024;1001;93130724;90;BRL;-604455987,38
012024;1001;98944550;1;EUR;969542226,02
012024;1001;54676228;360;USD;-550999674,65
012024;1001;25745129;1;USD;-415729435,21
012024;1001;44481344;1;EUR;-86159969,17
012024;1001;63474925;180;EUR;-370311361,11
012024;1001;98592539;90;USD;290500868,98
012024;1001;49748334;60;BRL;219574727,54
012024;1001;10398647;360;EUR;437876862,77
012024;1001;36123623;180;BRL;-85890253,04
012024;1001;13079323;180;EUR;-701335072,86
012024;1001;24878767;360;EUR;513488905,52
012024;1001;23691828;180;EUR;-507597380,40
012024;1001;25788763;90;BRL;396014631,80
012024;1001;16887616;360;EUR;769481945,94
012024;1001;60896663;90;EUR;583528213,85
012024;1001;72281683;180;USD;-308279507,83
012024;1001;71225557;1;USD;-99033561,25
012024;1001;71087409;90;BRL;-269942929,68
012024;1001;64478228;30;USD;-157200598,02
012024;1001;63565992;180;BRL;-974290281,34
012024;1001;15487057;60;USD;-926638137,49
012024;1001;52542158;1;USD;46123632,10
012024;1001;53232747;180;BRL;-627606565,45
012024;1001;89966718;360;BRL;-591391303,84
012024;1001;41103781;30;BRL;-603083641,06
012024;1001;68971402;30;EUR;20735704,09
012024;1001;85798688;60;EUR;-916615192,38
012024;1001;71106061;360;EUR;-928386354,16
012024;1001;86612768;90;BRL;-300004187,60
012024;1001;17073868;90;BRL;457349777,30
012024;1001;57722873;30;USD;867378263,04
012024;1001;95368723;180;USD;98206754,26
012024;1001;61735828;1;USD;-85018206,68
012024;1001;15347361;360;USD;-535827531,87
012024;1001;73718522;1;BRL;662904900,54
012024;1001;11786180;1;BRL;92914456,96
012024;1001;94309023;360;BRL;588646258,91
012024;1001;45835544;360;USD;-127538127,86
012024;1001;98656395;180;USD;-672021852,63
012024;1001;57758120;180;BRL;-146182360,71
012024;1001;64239138;30;EUR;338627142,64
012024;1001;83336052;90;BRL;358229538,52
012024;1001;60007829;1;USD;-509524757,18
012024;1001;65749615;360;USD;319048804,52
012024;1001;72179795;60;USD;-88987724,95
012024;1001;27209932;60;EUR;-533214407,81
012024;1001;21067765;30;EUR;-404193219,03
012024;1001;28788173;180;USD;565670707,48
012024;1001;88791822;180;USD;784355902,14
012024;1001;14200865;30;USD;-355858414,13
012024;1001;70386876;90;USD;-713871702,58
012024;1001;35883241;30;EUR;-528147950,18
012024;1001;50216216;90;EUR;862812793,64
012024;1001;89058574;30;USD;-336342237,60
012024;1001;29948165;1;EUR;-615585216,88
012024;1001;46974881;180;USD;574308742,84
012024;1001;35951740;90;USD;962689537,84
012024;1001;33130164;360;BRL;324051483,27
012024;1001;20693538;90;USD;559514756,44
012024;1001;12159231;180;BRL;-382012363,15
012024;1001;23804425;1;BRL;-261968250,13
012024;1001;20053843;360;BRL;485574569,65
012024;1001;23136675;90;BRL;-776486328,60
012024;1001;21763932;180;EUR;592758327,17
012024;1001;93239543;360;EUR;-173515725,01
012024;1001;27536230;30;EUR;-815881212,76
012024;1001;15418744;30;BRL;226016968,58
012024;1001;71615935;1;EUR;-964144464,14
012024;1001;44086788;180;BRL;-258304281,45
012024;1001;55679833;60;USD;-523977282,97
012024;1001;90232014;60;EUR;952762363,44
012024;1001;15127482;360;EUR;-748849647,53
012024;1001;28711523;90;EUR;-814176075,99
012024;1001;35714033;1;BRL;-36474147,16
012024;1001;77554937;1;USD;940560162,04
012024;1001;36304827;1;USD;412454743,25
012024;1001;77139043;90;USD;166028937,81
012024;1001;56554236;90;EUR;-74185078,99
012024;1001;60234784;360;BRL;-962110149,08
012024;1001;25897686;360;USD;147901644,67
012024;1001;83432783;90;BRL;388770722,80
012024;1001;75638749;30;BRL;-677911992,00
012024;1001;86788364;180;USD;447712656,11
012024;1001;65807889;180;EUR;451675133,05
012024;1001;56906843;180;EUR;-418395247,22
012024;1001;87125592;60;BRL;197989799,56
012024;1001;48788585;60;EUR;-356855458,06
012024;1001;47105747;30;BRL;657536542,94
012024;1001;55319893;1;BRL;-695806248,36
012024;1001;81323744;1;USD;568211183,84
012024;1001;12745248;1;EUR;-646324383,18
012024;1001;74692749;30;BRL;-198425405,80
012024;1001;38249183;90;BRL;952656943,39
012024;1001;78778108;1;EUR;-948150207,64
012024;1001;38443595;1;BRL;921330702,72
012024;1001;98037691;30;EUR;-611998303,33
012024;1001;94694827;90;BRL;-142311558,61
012024;1001;77527441;60;EUR;13997852,72
012024;1001;61424490;180;BRL;64159409,44
012024;1001;54797676;30;USD;601435928,38
012024;1001;78279600;1;USD;357037201,21
012024;1001;15738850;30;EUR;10755558,48
012024;1001;74639009;1;USD;47181260,09
012024;1001;75284494;180;BRL;-851408,31
012024;1001;95299210;360;EUR;-842244059,89
012024;1001;17726852;1;EUR;740663427,01
012024;1001;82523399;360;EUR;-491671891,68
012024;1001;77228209;30;USD;44329981,86
012024;1001;98129173;360;EUR;-471967208,23
012024;1001;79366648;360;BRL;823551009,20
012024;1001;38169471;180;USD;-785404263,74
012024;1001;30995028;1;EUR;-228017595,70
012024;1001;67068536;1;BRL;-922755474,60
012024;1001;85533298;30;BRL;-789471927,28
012024;1001;20355652;360;USD;-695325817,00
012024;1001;66320082;30;USD;783437115,95
012024;1001;61511504;1;USD;-771807872,60
012024;1001;64634671;360;EUR;523564770,01
012024;1001;36953550;360;BRL;-863273060,93
012024;1001;31443498;60;USD;75069291,17
012024;1001;19467853;30;BRL;360265577,46
012024;1001;47936260;360;USD;61196827,16
012024;1001;14259871;180;BRL;-828791051,86
012024;1001;16299456;30;BRL;-988772132,18
012024;1001;38886707;30;USD;-100821547,20
012024;1001;44210070;1;EUR;590828597,77
012024;1001;87876133;60;BRL;-293519571,52
012024;1001;47997965;180;USD;-445511065,57
012024;1001;19316072;1;USD;-715152603,41
012024;1001;32076307;1;BRL;-603001043,98
012024;1001;76829210;360;EUR;238266897,17
012024;1001;16030646;1;USD;-500992585,67
012024;1001;46411888;360;USD;-367136750,90
012024;1001;92399193;90;EUR;-755901765,83
012024;1001;16058033;360;USD;91846533,12
012024;1001;31756598;360;EUR;-258564358,05
012024;1001;98811150;90;EUR;-531933932,81
012024;1001;94618251;360;EUR;-501167281,43
012024;1001;10643748;1;USD;626901905,26
012024;1001;46451357;60;EUR;-548180607,61
012024;1001;57078488;180;EUR;-344085834,79
012024;1001;30498268;90;USD;-474135213,32
012024;1001;69278063;30;EUR;363919753,17
012024;1001;50487861;60;BRL;701092701,87
012024;1001;58524889;1;BRL;789904154,40
012024;1001;82170641;30;BRL;-645554180,27
012024;1001;25907313;30;EUR;821400490,84
012024;1001;98149588;360;BRL;-158326217,35
012024;1001;15755824;90;USD;-253425864,15
012024;1001;14730960;90;USD;822999536,62
012024;1001;42989798;60;EUR;430769518,79
012024;1001;92274093;30;EUR;-244010752,25
012024;1001;84862544;90;EUR;-277812667,00
012024;1001;62593840;60;BRL;-907773597,33
012024;1001;97384219;30;USD;-621092076,11
012024;1001;76283226;180;BRL;878640093,02
012024;1001;11263463;30;BRL;-547582800,62
012024;1001;43954388;90;BRL;-657098656,12
012024;1001;85543434;60;USD;558733738,09
012024;1001;94579712;360;BRL;-444789841,69
012024;1001;43871036;90;EUR;197851080,02
012024;1001;54014206;180;EUR;273367538,16
012024;1001;75074515;90;EUR;840235347,01
012024;1001;11383264;1;BRL;-762666632,15
012024;1001;81485392;360;EUR;-407776817,23
012024;1001;38943144;1;BRL;754826335,07
012024;1001;52662248;360;BRL;-648843196,58
012024;1001;76569744;360;BRL;-460016050,78
012024;1001;98710559;30;USD;-475903279,63
012024;1001;66032822;90;BRL;255311469,49
012024;1001;58731424;180;USD;-172439281,80
012024;1001;21892622;360;EUR;285954521,75
012024;1001;54064209;90;USD;599984006,35
012024;1001;58032084;1;BRL;-387904823,98
012024;1001;46680262;30;USD;57747206,40
012024;1001;16522403;180;EUR;518245950,84
012024;1001;32906279;30;USD;6198908,46
012024;1001;17208545;90;BRL;-378270466,33
012024;1001;85049721;1;USD;375655701,30
012024;1001;93038529;180;BRL;-984747286,83
012024;1001;64878654;30;USD;222666395,87
012024;1001;92853897;90;EUR;-449849544,10
012024;1001;56914545;90;USD;-314458305,06
012024;1001;89407466;180;EUR;847077744,00
012024;1001;98150262;1;USD;-150746428,29
012024;1001;70785359;1;EUR;-536270531,50
012024;1001;67502660;90;BRL;-364224946,07
012024;1001;24216494;90;BRL;-808156794,42
012024;1001;28034214;60;EUR;880191023,26
012024;1001;67494597;30;USD;673434860,36
012024;1001;80765779;180;USD;-832761627,13
012024;1001;30188423;90;BRL;274841844,65
012024;1001;10467011;30;EUR;-219503078,26
012024;1001;64714132;180;EUR;348843601,26
012024;1001;98548209;90;BRL;-1003250,78
012024;1001;57028647;30;BRL;-104578753,56
012024;1001;57156654;180;EUR;-62432203,00
012024;1001;45734807;90;EUR;-662858647,45
012024;1001;11190526;30;BRL;-702608901,89
012024;1001;38474158;360;USD;781277818,99
012024;1001;92552285;1;USD;252043252,76
012024;1001;34065880;90;EUR;127827537,09
012024;1001;75602215;360;BRL;-86203466,14
012024;1001;34609160;60;BRL;-177163247,18
012024;1001;36747312;1;USD;448265660,44
012024;1001;89298654;360;BRL;817171446,72
012024;1001;49019914;180;EUR;-643486231,75
012024;1001;64710037;60;BRL;-302580745,87
012024;1001;39719332;60;EUR;-115596296,63
012024;1001;10338384;1;BRL;163185370,79
012024;1001;26543412;60;BRL;-570015264,77
012024;1001;61562179;360;BRL;-652656746,96
012024;1001;90469647;180;USD;28049185,23
012024;1001;54184384;360;USD;-46470514,36
012024;1001;31260710;180;BRL;314109397,81
012024;1001;65828482;60;BRL;783581229,87
012024;1001;90838069;30;USD;909024490,10
012024;1001;38671025;90;BRL;-111649334,67
012024;1001;28099157;60;EUR;-58855506,60
012024;1001;11072373;360;USD;-627432939,02
012024;1001;83002653;1;USD;-375064367,33
012024;1001;59134788;60;EUR;-147461548,85
012024;1001;78420855;1;EUR;-612581960,50
012024;1001;52911399;360;BRL;90177288,07
012024;1001;18671016;60;EUR;-221588061,01
012024;1001;97714418;60;EUR;-657541192,33
012024;1001;79899970;30;EUR;193824128,86
012024;1001;68155225;60;USD;-530349451,11
012024;1001;77585612;60;USD;945574732,30
012024;1001;52286645;360;EUR;471973576,11
012024;1001;59580107;60;USD;73377267,61
012024;1001;90723846;1;BRL;-868928173,81
012024;1001;94631995;90;USD;-359060251,81
012024;1001;18886710;360;BRL;-766965158,19
012024;1001;95109405;90;BRL;958961188,46
012024;1001;87549062;60;BRL;-815747316,56
012024;1001;44528875;60;BRL;210990074,79
012024;1001;93089014;360;USD;775001146,95
012024;1001;69146190;180;BRL;276471070,70
012024;1001;30785677;30;BRL;-874086929,87
012024;1001;10107698;180;USD;59879519,06
012024;1001;39225127;180;USD;-310158792,36
012024;1001;19744830;30;EUR;-599108951,60
012024;1001;11891503;360;USD;122659976,65
012024;1001;68734287;30;BRL;835554306,29
012024;1001;22805924;1;BRL;-149556185,83
012024;1001;35285618;60;USD;-776880370,86
012024;1001;72932171;360;BRL;-5605189,72
012024;1001;79086843;30;BRL;-684216772,83
012024;1001;46813774;30;EUR;-281625716,76
012024;1001;84811837;90;BRL;157228822,55
012024;1001;66146834;1;BRL;-107804781,24
012024;1001;60467331;60;BRL;-843521190,74
012024;1001;11864348;30;BRL;-328081553,52
012024;1001;30149756;90;EUR;-356099679,69
012024;1001;18881761;90;USD;-826398696,90
012024;1001;71758621;30;BRL;590016471,92
012024;1001;39649488;180;USD;-150840,36
012024;1001;22444643;1;EUR;431271156,28
012024;1001;93520902;60;EUR;-867365642,76
012024;1001;67738361;180;USD;-370054254,30
012024;1001;19382057;360;BRL;483239034,39
012024;1001;13800074;30;EUR;984592855,62
012024;1001;64266134;90;BRL;548259881,61
012024;1001;57419278;1;USD;73689450,60
012024;1001;28377336;90;BRL;392363819,80
012024;1001;80729183;1;EUR;-147768145,13
012024;1001;40115777;90;EUR;109315937,86
012024;1001;67752321;60;EUR;-843376604,72
012024;1001;86669017;180;EUR;-621222192,79
012024;1001;76971878;1;BRL;-431121853,16
012024;1001;70807643;180;USD;760266645,33
012024;1001;28776792;1;BRL;646359559,37
012024;1001;63942974;180;BRL;-778303571,64
012024;1001;86710194;180;BRL;-609352005,56
012024;1001;18154323;1;USD;-628079629,99
012024;1001;95184497;1;BRL;-958278418,96
012024;1001;13940704;90;USD;-863358036,11
012024;1001;68300142;30;BRL;900799663,23
012024;1001;50597663;90;EUR;715542575,46
012024;1001;62871198;360;BRL;-871425668,97
012024;1001;85994996;1;USD;-331795782,17
012024;1001;62787883;360;USD;564747938,93
012024;1001;52996254;60;EUR;27152738,42
012024;1001;28929549;60;BRL;-380688875,48
012024;1001;49944085;1;BRL;-952424866,18
012024;1001;72308330;180;BRL;395191383,48
012024;1001;22083969;1;USD;-985400043,53
012024;1001;83853788;60;BRL;68294703,44
012024;1001;43437051;60;BRL;63597502,66
012024;1001;26062522;60;EUR;838811082,79
012024;1001;36517649;60;EUR;-231895001,91
012024;1001;32318693;1;BRL;-784788298,59
012024;1001;80477949;180;USD;-182405280,60
012024;1001;31620853;30;USD;851721558,01
012024;1001;11669331;180;USD;-976306036,93
012024;1001;98056426;60;USD;-457240923,93
012024;1001;65956743;360;USD;910413169,41
012024;1001;43175953;1;USD;740506307,64
012024;1001;48435739;30;EUR;-354736867,66
012024;1001;76384383;60;USD;-260915342,61
012024;1001;80562533;60;USD;-868941912,78
012024;1001;79415998;1;EUR;804059811,52
012024;1001;96480818;90;BRL;-175482421,75
012024;1001;71609035;360;BRL;-154529729,77
012024;1001;16046274;60;EUR;-56402812,48
012024;1001;57795888;1;EUR;-885760864,43
012024;1001;80715786;60;USD;151842926,32
012024;1001;39790514;60;USD;-664695168,56
012024;1001;49411419;1;USD;266737427,89
012024;1001;24538771;1;BRL;732979551,11
012024;1001;17414511;90;USD;707416684,77
012024;1001;36837655;30;USD;-540030790,27
012024;1001;98941624;360;BRL;845593763,60
012024;1001;95191812;30;EUR;12509666,91
012024;1001;28460501;180;BRL;-847633571,55
012024;1001;69466524;1;EUR;823131718,99
012024;1001;45770354;90;USD;145515751,52
012024;1001;99078616;30;USD;421155355,40
012024;1001;14524921;360;USD;998239077,23
012024;1001;98517730;30;EUR;649456791,94
012024;1001;83484938;30;USD;-683180747,09
012024;1001;63846429;1;USD;52905440,66
012024;1001;39161490;1;EUR;941255388,06
012024;1001;37010944;180;EUR;-45931188,04
012024;1001;59672676;360;EUR;-529218841,60
012024;1001;51756478;180;USD;478313909,49
012024;1001;80554778;90;USD;859371659,86
012024;1001;51783963;30;BRL;110406803,03
012024;1001;85076697;180;BRL;875315807,74
012024;1001;29892014;180;BRL;-986224068,74
012024;1001;16608173;1;BRL;196843856,03
012024;1001;48819307;30;EUR;46951324,28
012024;1001;32978800;180;EUR;-979636312,53
012024;1001;41344644;90;EUR;969511631,41
012024;1001;78024392;60;USD;-960757733,38
012024;1001;77301267;180;BRL;-798102688,27
012024;1001;35560193;1;USD;-745368671,27
012024;1001;28703880;1;EUR;456348876,32
012024;1001;28145698;30;BRL;546104381,59
012024;1001;66034959;90;EUR;690623930,53
012024;1001;41801126;30;USD;316956340,00
012024;1001;38780631;1;EUR;-847368992,88
012024;1001;99318931;30;EUR;-410374448,77
012024;1001;83822965;30;USD;-990356494,03
012024;1001;54631671;360;USD;718663375,63
012024;1001;26566178;360;USD;234907962,38
012024;1001;42227630;60;EUR;5145268,82
012024;1001;38377156;90;EUR;-200697383,87
012024;1001;12883773;1;EUR;606066872,23
012024;1001;77457598;60;USD;211627561,25
012024;1001;23736852;30;USD;-57133599,92
012024;1001;18188968;180;USD;-416175250,37
012024;1001;29582919;60;BRL;-840328447,96
012024;1001;74757493;30;USD;388066396,39
012024;1001;25287966;1;USD;-97058325,50
012024;1001;33624942;360;USD;-379960136,57
012024;1001;43707654;360;USD;919612562,35
012024;1001;90394271;30;EUR;-956607933,78
012024;1001;59558831;30;BRL;-476002844,25
012024;1001;50579845;1;EUR;795263739,13
012024;1001;43060884;90;USD;-761073957,21
012024;1001;93372431;60;USD;-255189529,05
012024;1001;12955136;360;USD;-260277359,62
012024;1001;59577810;60;USD;-333957136,12
012024;1001;30425866;30;USD;741429462,54
012024;1001;85673697;180;BRL;-271306641,99
012024;1001;24944700;180;USD;-776433007,77
012024;1001;80386281;1;USD;655515962,57
012024;1001;30502832;1;BRL;-481656603,44
012024;1001;49586439;60;BRL;180604531,85
012024;1001;29222996;360;BRL;919139516,42
012024;1001;25047867;360;EUR;904127469,07
012024;1001;73106414;1;BRL;15675470,67
012024;1001;99911397;360;BRL;136572180,45
012024;1001;79496163;30;USD;-937234769,92
012024;1001;64636699;30;BRL;403669170,48
012024;1001;76581943;90;EUR;736209555,90
012024;1001;31555102;30;BRL;-389701528,94
012024;1001;38570058;1;EUR;-27295557,73
012024;1001;76473038;60;USD;777643823,15
012024;1001;83287549;360;USD;-200141456,79
012024;1001;99149681;60;EUR;-785933354,64
012024;1001;64094351;30;EUR;-389404630,65
012024;1001;84154750;90;BRL;-872269443,17
012024;1001;27952107;60;USD;947622116,78
012024;1001;78120554;360;USD;805916927,85
012024;1001;19829237;60;USD;322368340,42
012024;1001;59904146;60;USD;805288212,93
012024;1001;86928366;60;USD;-313421538,59
012024;1001;65444267;360;EUR;-621147349,27
012024;1001;41952081;360;EUR;991598318,11
012024;1001;69084064;1;BRL;728022739,10
012024;1001;64199298;360;BRL;56818334,59
012024;1001;88861868;30;EUR;-924033984,40
012024;1001;73020741;30;BRL;-305212306,76
012024;1001;30207681;60;USD;-869920319,35
012024;1001;49558640;30;BRL;-543424648,87
012024;1001;22594726;30;BRL;655752888,25
012024;1001;85191467;1;BRL;667081067,96
012024;1001;31145418;30;EUR;36395325,80
012024;1001;60938582;360;BRL;79129116,19
012024;1001;96249393;30;EUR;185620334,12
012024;1001;94604367;90;EUR;-157153320,00
012024;1001;44854129;360;BRL;643411976,28
012024;1001;33847083;1;USD;-551968755,74
012024;1001;70114307;360;BRL;203761503,09
012024;1001;98594430;90;USD;327625152,60
012024;1001;58937078;60;BRL;-545714931,54
012024;1001;82912268;60;BRL;-48290075,97
012024;1001;17440769;60;USD;952263136,49
012024;1001;80686727;30;BRL;-821654037,62
012024;1001;20724458;1;EUR;411089804,03
012024;1001;83353426;90;EUR;-616993206,46
012024;1001;19144637;90;BRL;-316967773,23
012024;1001;89169233;60;BRL;-892337810,91
012024;1001;73746044;30;EUR;-788462327,07
012024;1001;60253981;90;EUR;-42394084,05
012024;1001;95205257;60;EUR;316004016,63
012024;1001;97028880;30;USD;-342462453,05
012024;1001;30803582;180;EUR;-168566298,93
012024;1001;97608426;360;EUR;159578701,87
012024;1001;65084116;180;BRL;511858269,58
012024;1001;50212018;90;BRL;-948342299,47
012024;1001;32675364;180;EUR;-859732696,14
012024;1001;20064762;180;BRL;349380957,89
012024;1001;36293405;180;EUR;-201807976,80
012024;1001;91291219;30;BRL;980067921,06
012024;1001;68714244;1;EUR;-113344030,91
012024;1001;80714859;90;BRL;853107583,47
012024;1001;13136273;60;EUR;-401460553,63
012024;1001;90982302;1;USD;593146500,97
012024;1001;20465531;60;BRL;515566830,79
012024;1001;69075908;1;EUR;650868953,52
012024;1001;48278399;60;EUR;594637451,28
012024;1001;40979232;60;BRL;115732509,02
012024;1001;61961201;360;BRL;-130145471,15
012024;1001;82120500;360;USD;790258567,54
012024;1001;39431095;60;BRL;-455681739,59
012024;1001;70240590;60;USD;584918962,28
012024;1001;25695428;360;EUR;489831494,98
012024;1001;84990424;90;EUR;701923066,94
012024;1001;16252319;1;USD;283702681,85
012024;1001;65770250;30;USD;-735677151,78
012024;1001;13396158;60;EUR;-685075099,48
012024;1001;42779843;30;EUR;-929362943,02
012024;1001;10794936;360;BRL;556304997,44
012024;1001;20071524;180;BRL;321700664,83
012024;1001;69168657;90;EUR;196355265,04
012024;1001;94768164;180;USD;264873673,18
012024;1001;91059517;30;BRL;926773739,65
012024;1001;56723811;60;BRL;-592081840,59
012024;1001;80372084;1;EUR;678189449,95
012024;1001;58307424;1;BRL;-670408916,23
012024;1001;90553713;180;USD;221880131,07
012024;1001;56960006;90;BRL;205628695,25
012024;1001;31577075;360;BRL;-414290808,65
012024;1001;95431244;60;EUR;925377373,91
012024;1001;40485411;360;USD;540886467,88
012024;1001;54160425;60;EUR;803079341,11
012024;1001;27006584;90;USD;-423139210,97
012024;1001;50767128;1;BRL;813201918,71
012024;1001;86230809;360;EUR;-933983666,08
012024;1001;15302652;360;BRL;944103887,65
012024;1001;86060141;90;USD;-124008892,94
012024;1001;78127665;360;EUR;557537848,97
012024;1001;11561862;60;BRL;922533998,07
012024;1001;67273943;60;BRL;-159304052,43
012024;1001;47813700;180;BRL;259828684,38
012024;1001;57946341;30;EUR;945150159,43
012024;1001;35687915;360;BRL;440062994,42
012024;1001;14592371;1;USD;134267565,76
012024;1001;86966792;360;USD;354831083,47
012024;1001;39458313;90;USD;-747133098,72
012024;1001;54945185;180;BRL;420415943,33
012024;1001;47520127;1;USD;828321732,70
012024;1001;56207457;90;EUR;957712524,20
012024;1001;80503958;30;USD;-673786253,21
012024;1001;97117918;90;BRL;746673503,84
012024;1001;66986372;180;BRL;-804067868,83
012024;1001;91507970;90;BRL;-137722270,78
012024;1001;93747382;180;EUR;-521433168,47
012024;1001;64267856;180;BRL;-979794398,47
012024;1001;32461324;180;BRL;-5043568,35
012024;1001;66396504;360;USD;-90918338,73
012024;1001;85269411;180;USD;-933117592,65
012024;1001;94590185;90;USD;304162608,33
012024;1001;30658911;30;USD;204925701,37
